Name,City,Cuisine Style,Ranking,Rating,Number of Reviews
Mezebar Bodrum,Amsterdam,"['Mediterranean', 'European', 'Turkish', 'Greek', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']",1021,5,32
Van Leeuwen,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly']",1022,4,68
Restaurant Duende Dos,Amsterdam,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",1023,4,78
Hannibal,Amsterdam,"['Dutch', 'European', 'Cafe', 'Vegetarian Friendly']",1024,4.5,55
De sneeker pan,Amsterdam,"['Dutch', 'Cafe', 'European', 'Vegetarian Friendly']",1025,4,91
La Vaca Argentina,Amsterdam,"['Steakhouse', 'Barbecue', 'Argentinean', 'Gluten Free Options']",1026,3.5,182
The Meets,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options']",1027,4.5,45
Restaurant Saray,Amsterdam,"['Mediterranean', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']",1028,4.5,53
Restaurant Merkelbach,Amsterdam,"['European', 'French', 'Dutch', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",1029,4,81
Burger 'n Shake,Amsterdam,"['American', 'Fast Food', 'Vegetarian Friendly']",1030,4,53
Thai Fusion,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",1031,4,130
The Goodies,Amsterdam,"['Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1032,4,176
Argentinos San Thomas,Amsterdam,"['Steakhouse', 'Argentinean', 'Grill']",1033,4,312
Sushilee,Amsterdam,"['Japanese', 'Sushi', 'Asian', 'Healthy', 'Soups', 'Vegetarian Friendly']",1034,5,25
Cafe Chaos,Amsterdam,"['Bar', 'Dutch', 'Cafe', 'European', 'Pub']",1035,4.5,52
GaRD Nordic Kitchen,Amsterdam,"['European', 'Scandinavian', 'Swedish', 'Norwegian', 'Vegetarian Friendly', 'Gluten Free Options']",1036,4,118
Freddy's Bar,Amsterdam,"['Bar', 'European']",1037,4.5,67
The Cold Pressed Juicery,Amsterdam,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1038,4.5,48
Thaicoon,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",1039,4.5,117
Dauphine,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1040,3.5,404
Cafe Caron,Amsterdam,"['French', 'Vegetarian Friendly']",1041,4.5,19
Rainarai,Amsterdam,"['Vegetarian Friendly', 'Vegan Options']",1042,4,138
Satellite Sports Cafe,Amsterdam,"['American', 'Bar', 'European', 'Pub']",1043,3.5,955
Mr. Haz,Amsterdam,"['Mexican', 'Vegetarian Friendly']",1044,4.5,28
Trattoria That's Amore,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1045,4,167
Green House United,Amsterdam,"['Cafe', 'Healthy', 'Vegetarian Friendly']",1046,4.5,58
Cafe St. George,Amsterdam,"['Steakhouse', 'Argentinean']",1047,3.5,151
Cafe Het Paleis,Amsterdam,"['Bar', 'Cafe', 'European', 'Dutch', 'Vegetarian Friendly', 'Vegan Options']",1048,4,154
Cafe Gruter,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub']",1049,4,109
Mantoe,Amsterdam,"['Middle Eastern', 'Afghani', 'Vegetarian Friendly']",1050,4,89
SLA Ceintuurbaan,Amsterdam,"['European', 'Dutch', 'Healthy', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",1051,4.5,27
Three Sisters Pub Amsterdam,Amsterdam,"['American', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",1052,3.5,425
Helst,Amsterdam,"['Bar', 'International', 'Gastropub', 'Pub', 'Vegetarian Friendly']",1053,4.5,29
En Pluche,Amsterdam,"['International', 'European']",1054,4.5,44
Pippers. Home of the Mini Sandwich,Amsterdam,"['European', 'Vegetarian Friendly', 'Vegan Options']",1055,4.5,59
Lokaal de Pijp,Amsterdam,"['Italian', 'French', 'Dutch', 'Bar', 'Pub', 'International', 'European']",1056,4.5,42
Thai Tiger,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",1057,4,121
De Bajes,Amsterdam,"['Bar', 'International', 'Dutch', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",1058,4.5,63
Cafe Par Hasard,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly']",1059,4,99
La Paella,Amsterdam,"['Seafood', 'Mediterranean', 'European', 'Spanish']",1060,3.5,233
RAZMATAZ,Amsterdam,"['European', 'Dutch', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",1061,4,119
Kitchen of Happiness,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",1062,5,20
NAKED espresso,Amsterdam,"['Dutch', 'European']",1063,4.5,24
Hoopman Irish Pub,Amsterdam,"['Irish', 'Bar', 'Pub', 'European', 'Gastropub']",1064,4,243
Mr. & Mrs. Watson,Amsterdam,"['Southwestern', 'International', 'European', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1065,4.5,21
Argentine Steakhouse Amsterdam,Amsterdam,"['Steakhouse', 'Argentinean']",1066,4,184
Assaggi,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1067,4,303
Wildschut,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'International', 'Vegetarian Friendly']",1068,4,147
Siriphon,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",1069,4.5,47
Restaurant Bureau,Amsterdam,"['European', 'Dutch', 'Vegetarian Friendly', 'Vegan Options']",1070,4.5,45
BRET,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1071,4,143
Eetcafe Knabbel en Babbel,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",1072,4.5,50
Ristorante Italiano Peppino,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1073,3.5,383
Gauchos Amsterdam Centrum,Amsterdam,"['Steakhouse', 'Barbecue', 'Argentinean', 'South American']",1074,4.5,25
Het Bosch Waterfront,Amsterdam,"['Dutch', 'Seafood', 'European', 'French', 'Vegetarian Friendly', 'Gluten Free Options']",1075,4,140
Da Magda,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Delicatessen', 'Vegetarian Friendly']",1076,5,33
Gallizia,Amsterdam,"['Delicatessen', 'Wine Bar', 'Italian', 'European', 'Mediterranean']",1077,4.5,39
The Harbour Club Amsterdam Oost,Amsterdam,"['Dutch', 'Seafood', 'Sushi', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1078,3.5,554
Anne & Max,Amsterdam,"['Cafe', 'Dutch', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1079,4,79
Buffalo Steakhouse,Amsterdam,"['Steakhouse', 'Argentinean']",1080,4,63
Marmaris Grill & Pizza,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Turkish', 'Middle Eastern', 'Barbecue', 'Vegetarian Friendly']",1081,3.5,309
Temple Bar,Amsterdam,"['Bar', 'Pub']",1082,4,109
Burger House,Amsterdam,"['American', 'Fast Food', 'Vegetarian Friendly']",1083,4,97
Soul Burger,Amsterdam,"['American', 'Bar', 'Fast Food', 'Grill', 'Vegetarian Friendly']",1084,4.5,61
La Brasa,Amsterdam,"['Latin', 'Steakhouse', 'Spanish', 'Argentinean']",1085,4,96
Grekas Deli,Amsterdam,"['Mediterranean', 'Greek', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1086,4.5,110
The Dylan,Amsterdam,"['European', 'French', 'Gluten Free Options', 'Vegetarian Friendly']",1087,4.5,100
De Maria,Amsterdam,"['Steakhouse', 'Barbecue', 'Argentinean']",1088,4,179
Libero,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1089,4.5,92
Kade West,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",1090,4.5,38
n.a.p Amsterdam,Amsterdam,"['Dutch', 'Bar', 'European', 'Central European', 'Vegetarian Friendly']",1091,4,106
Brood,Amsterdam,"['Dutch', 'Cafe', 'European']",1092,4.5,25
De Biergrill,Amsterdam,"['European', 'American']",1093,4.5,61
Koepelcafe,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1094,4,132
Kingfisher,Amsterdam,"['Bar', 'European', 'Vegetarian Friendly']",1095,4.5,48
Terang Boelan,Amsterdam,"['Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options']",1096,5,33
Restaurant Quartier Latin,Amsterdam,"['European', 'French']",1097,4,71
Anne Maike of Casa Curiosa,Amsterdam,"['Italian', 'Mexican', 'Mediterranean']",1098,5,17
Mae Somjai,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",1099,4.5,46
Caramba,Amsterdam,"['Mexican', 'Latin', 'Vegetarian Friendly']",1100,4,95
Ristorante Pizzeria Le 4 Stagioni,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",1101,3.5,293
De Blauwe Parade,Amsterdam,"['Bar', 'Dutch', 'European', 'Pub']",1102,4.5,42
Indian Tandoori Bites,Amsterdam,"['Indian', 'Asian', 'Pakistani', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",1103,4,110
Cafe Kalkhoven,Amsterdam,"['Bar', 'Cafe', 'European']",1104,4,154
Cafe Droog,Amsterdam,"['Cafe', 'Dutch', 'European', 'Vegetarian Friendly']",1105,4.5,40
Habaron,Amsterdam,"['European', 'Middle Eastern', 'Israeli', 'Kosher', 'Vegetarian Friendly']",1106,4,69
Frenzi Cucina,Amsterdam,"['Italian', 'European', 'Vegetarian Friendly']",1107,4.5,70
Terpentijn,Amsterdam,"['International', 'Vegetarian Friendly', 'Vegan Options']",1108,4,116
De Vondeltuin,Amsterdam,"['Dutch', 'Bar', 'International', 'European', 'Pub', 'Vegetarian Friendly']",1109,4,65
Cafe Vrijdag,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Vegetarian Friendly']",1110,4,103
Frank's Smoke House,Amsterdam,"['Dutch', 'Seafood', 'European']",1111,4.5,44
Duble,Amsterdam,"['Greek', 'Cafe', 'International', 'Turkish', 'Italian', 'Seafood']",1112,4.5,21
't Loosje,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'Pub', 'European']",1113,4,150
The Grasshopper - Loungebar,Amsterdam,"['Bar', 'European', 'Pub']",1114,4,95
Lunchcafe Nielsen,Amsterdam,"['Cafe', 'European', 'Dutch', 'Vegetarian Friendly']",1115,4,135
Burger's Patio,Amsterdam,"['European', 'Italian', 'French', 'Vegetarian Friendly']",1116,4.5,130
Zushi,Amsterdam,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']",1117,4,164
Mastino V,Amsterdam,"['Italian', 'Dutch', 'European', 'Healthy', 'Mediterranean']",1118,4.5,16
Grand Cafe Lokaal,Amsterdam,"['American', 'Bar', 'European']",1119,4,108
De Bicker Eten en Drinken,Amsterdam,"['Dutch', 'European', 'Bar', 'Pub']",1120,4,47
Griekse Taverna,Amsterdam,"['Mediterranean', 'European', 'Greek', 'Seafood', 'Vegetarian Friendly']",1121,4.5,39
Restaurant -Bar- BurlesQue,Amsterdam,['International'],1122,5,10
La Vida Argentinian Restaurant,Amsterdam,"['Steakhouse', 'Barbecue', 'Argentinean', 'South American']",1123,4,84
Prinz Wolf,Amsterdam,,1124,5,12
DESHIMA,Amsterdam,"['Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1125,4,52
il Cavallino,Amsterdam,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",1126,4.5,41
Hout,Amsterdam,"['Dutch', 'European']",1127,4.5,23
Tokyo Ramen,Amsterdam,"['Japanese', 'Asian', 'Soups', 'Vegetarian Friendly']",1128,4.5,24
Orontes West,Amsterdam,"['Mediterranean', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly']",1129,4.5,45
Fijnkost,Amsterdam,"['French', 'Dutch', 'European', 'International', 'Spanish', 'Vegetarian Friendly', 'Vegan Options']",1130,4.5,38
De Balie,Amsterdam,"['Bar', 'Dutch', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly']",1131,4,78
Thirty5ive Wine & Food Bar,Amsterdam,"['European', 'Wine Bar', 'Spanish', 'Vegetarian Friendly']",1132,4.5,41
Hostaria,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",1133,4,150
Gero Ristorante Italiano,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Seafood', 'Vegetarian Friendly']",1134,4.5,37
Rancho III,Amsterdam,"['Steakhouse', 'Barbecue', 'Argentinean']",1135,4,143
World Of Food Amsterdam,Amsterdam,"['Indian', 'African', 'Asian', 'Middle Eastern', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",1136,4,95
Spirit,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options']",1137,4,36
Marathonweg,Amsterdam,"['European', 'Dutch', 'Vegetarian Friendly']",1138,4,97
Kaap de Goede Hoop,Amsterdam,"['German', 'Dutch', 'European', 'Bar', 'International', 'Pub']",1139,4.5,65
Cafe Restaurant Fidelio,Amsterdam,"['Bar', 'European', 'Dutch', 'Vegetarian Friendly', 'Gluten Free Options']",1140,4,173
Bagels & Beans,Amsterdam,"['Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1141,4,132
Rooster Amsterdam,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'International']",1142,4.5,36
Joya,Amsterdam,"['International', 'Asian', 'Thai', 'Japanese']",1143,4,71
Anne & Max,Amsterdam,,1144,4.5,25
Hangar,Amsterdam,"['Dutch', 'Seafood', 'European', 'Vegetarian Friendly']",1145,4,93
Bar Huf,Amsterdam,"['American', 'Bar', 'Pub', 'Vegetarian Friendly']",1146,4.5,70
Bar Brandstof,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",1147,4,64
't Nieuwe Kafe,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'International', 'Vegetarian Friendly']",1148,3.5,163
Restaurant Monteverde,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1149,4,106
Broodbar,Amsterdam,"['Dutch', 'Cafe', 'European', 'Vegetarian Friendly']",1150,4.5,70
Il Centro,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",1151,4.5,44
Tropico Bar-Restaurant,Amsterdam,"['Latin', 'South American', 'Colombian', 'Seafood']",1152,5,22
Bagels & Beans,Amsterdam,"['Cafe', 'Vegetarian Friendly']",1153,4.5,80
Cafe Sud,Amsterdam,"['European', 'Dutch', 'International', 'Vegetarian Friendly']",1154,4.5,32
Made with Love,Amsterdam,"['Indian', 'Vegan Options', 'Vegetarian Friendly', 'Gluten Free Options']",1155,4.5,106
Cafe AMOI,Amsterdam,"['Indonesian', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",1156,4.5,33
Cafe Het Molenpad,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European']",1157,4,141
Restaurant Rimini,Amsterdam,"['Italian', 'Vegetarian Friendly']",1158,4.5,31
Le Pub Leidseplein,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub']",1159,3.5,198
Sanders,Amsterdam,"['European', 'Dutch', 'Bar', 'Vegetarian Friendly']",1160,4,73
Vamos a Ver,Amsterdam,"['Mediterranean', 'European', 'Spanish']",1161,4,80
Pata Negra II,Amsterdam,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",1162,4,132
Cafe Bloemers,Amsterdam,"['Bar', 'European', 'Dutch', 'Cafe', 'Pub', 'Vegetarian Friendly']",1163,4,77
Foeders,Amsterdam,"['Bar', 'Pub']",1164,5,27
The Bulldog Hotel,Amsterdam,"['Bar', 'European']",1165,4,90
Sticky Fingers,Amsterdam,['Cafe'],1166,4.5,16
Primi bar & cucina,Amsterdam,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",1167,5,23
Soenda Kelapa,Amsterdam,"['Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options']",1168,4,99
Poco Loco,Amsterdam,"['Bar', 'European', 'Spanish', 'Fusion', 'Vegetarian Friendly']",1169,4,252
De Palmboom,Amsterdam,"['European', 'Dutch', 'Gluten Free Options', 'Vegetarian Friendly']",1170,4,118
Sonny Falafel,Amsterdam,"['Fast Food', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']",1171,4.5,103
Bulls & Dogs,Amsterdam,"['American', 'Fast Food']",1172,4.5,28
L'Invite,Amsterdam,"['Dutch', 'Diner', 'French', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1173,4,196
Vault Bar,Amsterdam,"['Dutch', 'European']",1174,4.5,35
Ikura Sushi Bar,Amsterdam,"['Japanese', 'Seafood', 'Sushi']",1175,5,17
Loving Hut - Vegan House,Amsterdam,"['Asian', 'European', 'Vegan Options', 'Vegetarian Friendly']",1176,4.5,30
Feijoa,Amsterdam,"['Bar', 'Pub']",1177,4.5,51
Frietboutique,Amsterdam,"['Dutch', 'Fast Food', 'European', 'Vegetarian Friendly', 'Vegan Options']",1178,4.5,45
Walter's - The Walter Woodbury Bar,Amsterdam,"['Bar', 'European', 'Dutch', 'International', 'Pub', 'Vegetarian Friendly']",1179,4,68
Restaurant Simpel,Amsterdam,"['European', 'Dutch', 'Vegetarian Friendly', 'Gluten Free Options']",1180,4,146
Toos & Roos,Amsterdam,"['Dutch', 'European', 'Cafe', 'Vegetarian Friendly', 'Vegan Options']",1181,4,48
Le Camelia,Amsterdam,"['European', 'French', 'Vegetarian Friendly']",1182,4.5,47
Eddy Spaghetti,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']",1183,4.5,52
Mimi Latteria Milanese,Amsterdam,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly']",1184,4,105
Gs Brunch Boat,Amsterdam,['Vegetarian Friendly'],1185,4.5,36
Village Bagels,Amsterdam,"['Cafe', 'Vegetarian Friendly', 'Gluten Free Options']",1186,4,123
Eetcafe Moos,Amsterdam,"['Dutch', 'Cafe', 'European', 'British']",1187,4.5,44
Vondelpark3,Amsterdam,"['Dutch', 'Bar', 'European', 'International', 'Vegan Options', 'Vegetarian Friendly', 'Gluten Free Options']",1188,3.5,300
Bloem op IJburg,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1189,4,46
Valerius eten & drinken,Amsterdam,"['European', 'Dutch', 'Vegetarian Friendly', 'Vegan Options']",1190,4.5,62
Coffee Shop the Greenhouse Effect,Amsterdam,['International'],1191,4.5,25
Rhythms Bar & Kitchen,Amsterdam,"['Bar', 'European', 'Contemporary', 'Pub', 'Fast Food', 'Vegetarian Friendly']",1192,4,47
Scheltema,Amsterdam,"['Dutch', 'Bar', 'European']",1193,4,81
Scossa Restaurant,Amsterdam,"['European', 'Italian', 'Gluten Free Options']",1194,4,116
Cafe de Kat in de Wijngaert,Amsterdam,"['Cafe', 'Dutch', 'Bar', 'European', 'Pub']",1195,4.5,34
Dinamico,Amsterdam,"['Latin', 'Spanish', 'South American', 'Ecuadorean']",1196,4.5,16
Weesper,Amsterdam,"['Bar', 'European', 'Pub', 'Vegetarian Friendly']",1197,4,42
San Tommaso - WS,Amsterdam,"['Pizza', 'Italian', 'European', 'Vegetarian Friendly']",1198,4,250
Seoul Food,Amsterdam,"['Asian', 'Korean', 'Vegetarian Friendly']",1199,4.5,24
Kreeftenbar Amsterdam,Amsterdam,"['Seafood', 'Sushi', 'Asian']",1200,4,47
Samsara,Amsterdam,"['Indian', 'Nepali', 'Asian', 'Vegetarian Friendly']",1201,4.5,27
Bar Joost,Amsterdam,['Bar'],1202,5,34
Beyrouth,Amsterdam,"['Lebanese', 'Middle Eastern', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",1203,4,86
Argentijns Steakhouse La Gouch,Amsterdam,"['Steakhouse', 'European', 'Argentinean']",1204,4,161
Toon,Amsterdam,"['Contemporary', 'Healthy', 'Cafe', 'European', 'International', 'Vegetarian Friendly']",1205,4,48
Ten kate friet,Amsterdam,"['Dutch', 'Fast Food', 'European', 'Vegetarian Friendly']",1206,5,21
TastoeAmsterdam,Amsterdam,"['International', 'Dutch', 'European']",1207,4,37
Le Pain Quotidien - de Pijp,Amsterdam,"['French', 'Cafe', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",1208,4,171
Radion Eetcafe,Amsterdam,"['Bar', 'European', 'Pub', 'Vegetarian Friendly']",1209,4,43
Ristorante Italiano Fiorentino,Amsterdam,"['Italian', 'Seafood', 'European', 'Fusion', 'Vegetarian Friendly']",1210,4,87
Dynasty,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",1211,4,136
Lunchroom Downtown,Amsterdam,"['Dutch', 'Cafe', 'European', 'Vegetarian Friendly']",1212,4.5,82
La Storia,Amsterdam,"['Italian', 'Vegetarian Friendly']",1213,4.5,26
Bar Restaurant 1900,Amsterdam,['International'],1214,4.5,25
Ferilli's at The College,Amsterdam,"['Italian', 'Gluten Free Options', 'Vegetarian Friendly']",1215,4,135
Little Delirium Cafe,Amsterdam,,1216,4.5,24
George Bistro Bistro,Amsterdam,"['American', 'European', 'Bar', 'Vegetarian Friendly']",1217,4,90
Casa Sabatelli,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",1218,4,39
Wissenkerke,Amsterdam,"['Italian', 'French', 'American', 'Dutch', 'Bar', 'European', 'Vegetarian Friendly']",1219,4,94
Apostrof,Amsterdam,"['French', 'European', 'Vegetarian Friendly']",1220,4.5,14
Quies Tea,Amsterdam,,1221,5,13
YamYam Tratoria Pizzeria,Amsterdam,"['Italian', 'Pizza', 'Diner', 'Vegetarian Friendly']",1222,4,134
Pizzeria & Steakhouse La Roma,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1223,4,71
De Pilsener Club,Amsterdam,"['Bar', 'Pub']",1224,4.5,31
Van 't Spit de Pijp,Amsterdam,"['Dutch', 'European']",1225,4,50
Libertine Cafe Cafe,Amsterdam,"['European', 'Vegetarian Friendly']",1226,4,34
Hendrix,Amsterdam,"['Dutch', 'Bar', 'Pub', 'European', 'Vegetarian Friendly']",1227,4,29
Restaurant Le Garage,Amsterdam,"['Diner', 'French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1228,3.5,280
Nyonya Malaysia Express,Amsterdam,"['Asian', 'Malaysian', 'Vegetarian Friendly', 'Halal']",1229,4,97
Cafe de Ster,Amsterdam,"['Dutch', 'European']",1230,4.5,28
Royalvis & Traiteur,Amsterdam,"['Seafood', 'Mediterranean']",1231,4.5,19
El Panelazo,Amsterdam,"['Latin', 'Colombian', 'South American']",1232,4.5,20
Joselito,Amsterdam,"['Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",1233,3.5,447
Bagels & Beans Bos en Lommer,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1234,4.5,72
Meram West,Amsterdam,"['Turkish', 'Grill', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']",1235,4,59
Asian Kitchen,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",1236,4,87
Van Gogh Cafe,Amsterdam,"['Cafe', 'Dutch', 'European', 'Central European']",1237,4,122
Thai Food Cafe,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",1238,4,88
Pina's Grill,Amsterdam,"['Dutch', 'European']",1239,5,12
Bruincafe 't Centrum,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Vegetarian Friendly']",1240,4,108
Bistro Bij Ons,Amsterdam,"['Pub', 'Diner', 'Dutch']",1241,3.5,556
The Butcher Social Club,Amsterdam,"['American', 'Bar', 'European']",1242,4,98
"Cafe ""De Eland""",Amsterdam,"['Bar', 'Pub', 'Dutch']",1243,4,28
Shiraz Jardin des Vins,Amsterdam,['Wine Bar'],1244,5,9
Piet de Gruyter,Amsterdam,"['Dutch', 'European', 'French', 'Bar', 'International', 'Pub', 'Vegetarian Friendly']",1245,4,40
Buurman & Buurman,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options']",1246,4.5,37
VaiRenzo,Amsterdam,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Italian', 'Vegetarian Friendly', 'Vegan Options']",1247,4.5,30
Holy Ravioli,Amsterdam,"['Italian', 'European', 'Vegetarian Friendly', 'Vegan Options']",1248,4.5,28
Ristorante Pizzeria Doria,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",1249,3.5,340
An,Amsterdam,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",1250,4.5,35
Burrito Maker,Amsterdam,"['Mexican', 'Fast Food', 'Fusion', 'Vegetarian Friendly', 'Vegan Options']",1251,4,58
Salsa Shop,Amsterdam,"['Mexican', 'Latin', 'Fast Food', 'Vegetarian Friendly']",1252,4,54
I Kriti,Amsterdam,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly']",1253,4.5,51
Cafe de Pijp,Amsterdam,"['Bar', 'Cafe', 'European', 'Dutch', 'Vegetarian Friendly']",1254,4,143
Rembrandt Corner,Amsterdam,"['International', 'Dutch', 'Bar', 'Vegetarian Friendly']",1255,3.5,333
Coffeeshop Superskunk,Amsterdam,"['Cafe', 'Vegetarian Friendly']",1256,4.5,31
Bir Tat,Amsterdam,"['Turkish', 'Mediterranean', 'Middle Eastern', 'Halal', 'Vegetarian Friendly']",1257,4.5,69
Luden,Amsterdam,"['Dutch', 'Bar', 'European', 'Healthy', 'Seafood', 'Vegetarian Friendly']",1258,3.5,861
Petit-Restaurant de Rozenboom,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly']",1259,3.5,339
Cafe Trinity Bar,Amsterdam,"['Bar', 'Cafe', 'Pub']",1260,4,85
De Blauwe Druif,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub']",1261,4,46
Djago,Amsterdam,"['Indonesian', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",1262,4,118
Restaurant Oceania,Amsterdam,"['Chinese', 'Seafood', 'Asian', 'Vegetarian Friendly']",1263,4,74
Bombay Inn,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly']",1264,4,59
House Bar Amsterdam,Amsterdam,"['American', 'International', 'Grill']",1265,5,12
Small Talk Het Restaurant,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly']",1266,3.5,613
Re Pizza,Amsterdam,"['Italian', 'Pizza', 'Mediterranean']",1267,5,18
Shanghai Noodle,Amsterdam,"['Chinese', 'Asian', 'Fusion', 'Vegetarian Friendly']",1268,4,86
La Pescheria,Amsterdam,"['Italian', 'French', 'Seafood']",1269,4.5,11
Cucina Casalinga,Amsterdam,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly']",1270,4.5,57
Oost pizza pasta,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1271,4.5,49
